bd_date,ao_id,q_user_id,backblast
2021-12-21,C02AC8PS1T7,U01ANAL4DUL,"Slackblast: 
The 1040 Not So EZ W/O
DATE: 2021-12-21
AO: <#C02AC8PS1T7>
Q: <@U01ANAL4DUL>
PAX: <@U017QPPJVJ5> <@U019MT194E7> <@U02NST5BMKJ> <@U01AWRVCR0X> <@U017QPPJN6M> <@U01B8FLBHKP> 
FNGs: 5-Hole
COUNT: 7
WARMUP: 
SSH (3count) 15
Shoulder rolls front (3 count) 10
 Shoulder rolls back(3 count) 10
Neck rolls(3 count) 10 left/right
Learn to Fly (3 count)10
AB Vigodas (3 count) 10
Tappy taps.  (3 count) 10
One lap of parking lot

THE THANG: 
100 yards set up
50yd line (coupons are placed)
10 Blockees
15 Dead lifts
20 Bent Over Rows 
25 Thrusters
30 goblet squats
35 reverse Coupon curls
40 overhead press

Start at 50 yd line 
10 merkins at each goal line
Partner Bernie sanders to  opposing goal lines starts w/10 burpee’s buy in
Sprint to 50 yds line does first exercise and hold squat wait for partner do to complete.
 Bernie sanders to goal 10 merkins sprint back to 50 yard line for next  exercise. 
Then do in reverse order after reaching 40 reps till time. 

MARY: 
American Hammers cadence 20
Toes to heaven 20 cadence 
Big boys 20 cadence 
Pickle Pushers 15 cadence 
American Hammers 10
Toes to heaven 10 
Big boys 1 

Downward facing Dog hold 10secs
Cobra hold 5 secs(repeat till 6)
(Drops knees, chin up expand chest, stretch spine)
ANNOUNCEMENTS: 
COT: during the holidays a lot of people including myself have a lot of anxiety. A lot of people in my family especially my daughters suffer from anxiety from mild it’s a full full blown panic attacks. So how do we recover is a meditations is a meditation or is it having the time alone with Jesus. I find myself on Sundays going back to him and giving up all my anxieties and asking for him to be with me at those times. I feel relieved I feel relaxed knowing that his grace is more than sufficient for me. And  1st Corinthians Paul talks about thorns of the flesh we may not know exactly what he meant by that but we assume that it is a anxiety, or  a heart break, it is something that overcame him but he found his strength with God by his side. This doesn’t mean that the anxiety will permanently go away or that sickness but it does mean that knowing this is when God is by my side it makes that road easier to breathe and strengthen my path so that I can turn to him each and every time.

today I want to give thanks for the opportunity to be with these men today I want to say if the Lord for giving me the strength and the opportunity to get 1 foot out of the bed each and every morning to make my way here to be a better stronger version of myself. It is my obligation and responsibility to take care of the one and only body that has been given to me in this lifetime. May I be a motivation, a positive role model for others of all ages and hope that they can find what we have here together as men. We lift up what is heavy on our hearts in our unspoken prayers here today. In Jesus name Amen "
2021-12-22,C02AC8PS1T7,U020A3PMS14,"Slackblast:
Ruck Club
DATE: 2021-12-22
AO: #the-colosseum-backblasts-only
Q: <@U020A3PMS14>
PAX: <@U016V6KHM36> <@U02A96W697X> <@U02H51CJS30> <@U0176U2L03X> <@U019Y7P6XPF> <@U017Q7Q4CSD> <@U01E40PTNFJ>
FNGs: None
COUNT: 8
WARMUP: Motivators from 5, Tappy Taps, Imperial Walkers, Goof Balls
THE THANG: Two mile slingshot ruck at a sub 16 minute pace with various PT stops that included squats and thrusters. Time started to get closer to 6, so workout was modified to a ruck shuffle of 3 to 1, continuing the sling shot ruck during the 3 minute interval.
MARY: Scissor kicks holding ruck sacks, Big Boys holding ruck sacks
ANOUNCEMENTS: Get on the Q sheet, congratulations to <@U01A81A7BPS> for winning Reindeer Games, more details to come about the convergence.
COT: Recently I watched the Rocky 4 recut for some inspiration.  I am always encouraged by Rocky's story. He was a thug, a street fighter without any training in very low card fights .  When he got his shot from Apollo Creed, a fire was lit in his belly.  He learned to train hard and found determination and confidence to succeed. He ended up going all 12 rounds with the champion.  I read this quote from Rocky: ""Let me tell you something you already know. The world ain’t all sunshine and rainbows. It is a very mean and nasty place and it will beat you to your knees and keep you there permanently if you let it. You, me, or nobody is gonna hit as hard as life. But it ain’t how hard you hit; it’s about how hard you can get hit, and keep moving forward. How much you can take, and keep moving forward. That’s how winning is done. Now, if you know what you’re worth, then go out and get what you’re worth. But you gotta be willing to take the hit, and not pointing fingers saying you ain’t where you are because of him, or her, or anybody. Cowards do that and that ain’t you. You’re better than that. "" -Rocky  Life has been a challenge and hits hard, but I am making the choice to get up and keep moving forward. I am also choosing to fight the inner critical voice that tells me that I am no good when I have not heard back from jobs or there are low numbers of HC's.  This is the battle. Fight that inner critical voice and get up from the mat, and keep moving forward! AYE."
2021-12-23,C02AC8PS1T7,U02F2UV0MCL,"Slackblast: 
Hand Release Merkins are No Joke!
DATE: 2021-12-23
AO: <#C02AC8PS1T7>
Q: <@U02F2UV0MCL>
PAX: <@U02KRH34RCK> <@U01B8FLBHKP> <@U01RSG6FSNA> <@U01AWRVCR0X> <@U017QPPJN6M> <@U020A7W78FQ> <@U017B8D6AHH> <@U017BMVBTGA> <@U01E40PTNFJ> <@U02A96W697X> <@U019MT194E7> <@U0194BS469Y> <@U0176U2L03X> <@U017E4NMFQV> <@U02S5TZEHDX> 
FNGs: None
COUNT: 16
WOR (Warm-Up):
SSHx 20
Motivators (from 6)
Arm Circles (8) Front/Back
Good Mornings x 8
Michael Phelps x 8
Squats x 6
Mosey 

Movement Review
Blockies, OH Press, KBS, Goblet Squat, Hand Release Merkins

The Thang

4 Rounds 

10 Blockies
20 OH Press
30 KBS
40 Goblet Squat
50 Hand Release Merkins (modified to 25 for Rd2 and thereafter)

After each round run parking lot lap (about 400m)

Rd1-1 Lap
Rd2-2Lap
Rd3-1Lap
Rd4-2Lap

For those that finish, jump in with another PAX and bring them to the finish until time for Mary.  

Note: All PAX were able to get into Rd2 and some completed.  

Mary Leg raises and planks

Announcements - Reference the slack channel for all the nuggets of information

FNG: @Bone Spur EH’d Robbie Pyle now known as @Mader

COT -  Repeat of my COT from my VQ.  

We all have moments of self doubt, weakness, and fear.  We can all come up with a reasons of why not to do something.  When we’re in those moments of struggle whether it’s at home, at work,  convincing ourselves to get up in the morning to POST in the gloom, or pushing ourselves through a workout.  I’ve found that the one thing that gets me through all of these challenges, is my WHY.  WHY am I doing this?  There’s many times whether it be during a workout or or when life gets difficult where I take a deep breath and think about that WHY.  

What’s your WHY?  If your WHY is not motivating you then either your WHY isn’t as important as you thought it was or you need to get a new and bigger WHY…

TAPS (Thoughts and Prayers). Amen!"
2021-12-27,C02AC8PS1T7,U017QPPJVJ5,"Slackblast: 
Run Club
DATE: 2021-12-27
AO: <#C02AC8PS1T7>
Q: <@U017QPPJVJ5>
PAX: <@U017QPPJN6M> <@U017QPPJVJ5> <@U017BQTBXQB> <@U017Q7Q4CSD> 
FNGs: None
COUNT: 4
WARMUP: Good Mornings, Imperial Walkers, Daisy Pickers, Michael Phelps, OYO

THE THANG: Run… oyo pace, oyo distance. On the trail, over the bridge, through Electric Park, into Settler’s Park &amp; back. Easy Recovery Run

MARY: Oyo stretching 

ANNOUNCEMENTS: Bob Villa forgot to update announcements 

COT: Every year gyms across the country bulk up on parking spaces, equipment &amp; budgets. But there’s a catch. It’s only for January, February &amp; March. The truth is they’re expecting to make a lot of money the first three months of the year. But, they already know that it’s not going to extend past March. This is because the majority of people who make New Year’s Resolutions quit before March. These gyms are taking a gamble on us failing. And the sad part is…we let them win. The key to beating the odds is small, steady gains. Adding a day to your workout. Taking away some foods. Not saying “no bread or alcohol for the rest of my life &amp; 3 workouts every day until I die”. This is an unrealistic goal &amp; this is the reason the gym wins in March. This year, let’s set obtainable goals. Let’s share our goals with each other &amp; let’s hold each other accountable to those goals. Let’s show these gyms &amp; other companies that are banking on our March failure that they don’t know who they’re dealing with. "
2021-12-28,C02AC8PS1T7,U01B8FLBHKP,"Slackblast: 
Curse of the Black Pearl
DATE: 2021-12-28
AO: <#C02AC8PS1T7>
Q: <@U01B8FLBHKP>
PAX: <@U01E40PTNFJ> <@U016M1Z8NLE> <@U0176U2L03X> <@U02A96W697X> <@U017B8D6AHH> <@U017QPPJVJ5> <@U019MT194E7> <@U016ZUU67BN> <@U01C4AULU5B> <@U01KXPKDF97> 
FNGs: None
COUNT: 10
WARMUP:  Good Mornings 10, Motivators from 5, Tappy Taps 10,  Imperial Walkers 10, Arm Circles 10ea,  Mt. Climbers 10 (who says this is not a warmup exercise)
THE THANG: Pearls on a string with 3 Stations outbound and 3 Stations inbound.  First, Third, and fifth stations:  Lt. Dans to the light, 10 no surrenders, 20 merkins, 30 LBC's  Lt Dans back to the path. 
 Second, fourth and Sixth Stations:  Burpee Bears to the light,  10 Leg lifts, 20 Carolina Dry Docks, 30 smurf jacks . 
MARY: Ring of fire Shoulder Taps (5)   Flutter kicks 20, Ring of fire Merkins (3)   Flutter kicks 15, Ring of fire Shoulder Taps (5)   Flutter Kicks 12, Hold plank til 6. 
ANNOUNCEMENTS: 
COT: With a new year just around the corner. I thought I would touch on the subject of Personal Renewal.  We often talk about resolutions this time of year but we all know those are mostly wishful thinking.   Personal Renewal is something that needs to be constant and ever evolving.  When people dont take time for themselves, they stop being productive.  The reality is, without care and attention things start to breakdown.  Our bodies, our minds and our relationships.  As we start the new year we should find time to regularly renew ourselves.   Renewal has 4 dimensions. 

Physical Renewal -  Get regular exercise, take time to rest and relax, eat a balanced diet, do other activities that revitalize and give the body energy. 

Mental Renewal - Consider activities such as reading, keeping a journal, take up a new hobby or maybe continue your education.  Anything that broadens and strengthens your mind.  Mark Twain once stated ""The man who doesnt read good books has no advantage over a man that cant read at all"" 

Emotional Renewal - Find time for social activities. Friends, Family or whatever it may be. Listen with empathy, value the differences in others, forgive yourself and others.  Forgiveness is a powerful tool for increasing emotional capacity. To forgive is to set a prisoner free and discover the prisoner was you. 

Spiritual Renewal - Your spritual capacity is a powerful source of motivation, focus and resilience.  You can build your capacity by connecting with nature, living with integrity, listening to uplifting and power music and engaging in prayer. 

Look at it this way gentlemen.  We all live in houses with these four rooms.  We must go into these rooms often, even if it is just to air them out. 
Big Thanks to Happy Camper for leading us in prayer."
2021-12-30,C02AC8PS1T7,U01C516QSQZ,"Slackblast: 
Don't skip leg day
DATE: 2021-12-30
AO: <#C02AC8PS1T7>
Q: <@U01C516QSQZ>
PAX: <@U0176U2L03X> <@U01RSG6FSNA> <@U01AWRVCR0X> <@U02S5TZEHDX> 
FNGs: None
COUNT: 5
WARMUP: SSH, Arm Circles, Imperial Walkers, Tappy Taps
THE THANG: 
0 - 20 Blockees
   - 20 Overhead Press
   - 20 Dips
   - Batwings
1 - Lunge Burp Out
   - 20 Merkins
   - 20 Monkey Humpers
   - 20 Goblet Squats
   - Lunge Burp Back
   - Batwings
2 - LT Dans Out
   - 20 M.M.G.
   - LT Dans Back
   - Batwings
3 - Bear Crawl Out
   - 20 M.M.G.
   - Bear Crawl Back
   - Batwings
4 - 30 Step Ups
   - 30 Dips
   - 15/15 2-way Leg Raises
   - Batwings
MARY: Big boys, side leg lifts, LBCs"
2021-12-31,C02AC8PS1T7,U019Y7P6XPF,"Slackblast: 
New Years Eve Two thang Beatdown with Foundation
DATE: 2021-12-31
AO: <#C02AC8PS1T7>
Q: <@U019Y7P6XPF>
PAX: <@U019Y7P6XPF> <@U01RSG6FSNA> <@U02AA561KC3> <@U020A3PMS14> <@U0194BS66MQ> 
FNGs: None
COUNT: 5
WARMUP: Motivators, Good Mornings, Abe Vigodas, Arm Circles during a pearls on a string type warmup
THE THANG: Thang 1 - two stations in parking lot about 10 yards apart.  20 curls at 1st station and rifle carry coupon to other station and do 20 skullcrushers then rifle carry back.  Thias time do two less of each so 18 then 16, and so forth
Thang 2 - five stations with one in the center of parking lot and one at each corner.  Alway came back to the center station which was like the center of an X and go out to the next station running.  Rotate clockwise
Station 1 - Center - 5 hand release merkins and 5 air squats
Station 2 - 50 jump rope and 5 WWI sitiups
Station 3 - 10 thrusters and 20 LBCs
Station 4 - 20 grady corns and 10 leg lifts
Station 5 - 3 burpees and 20 alternating leg lunges
MARY: big boys, american hammers, pickle pushers and merkin ring of fire
ANNOUNCEMENTS: 
COT: The origins of the custom of making New Year’s Resolutions go back centuries to the ancient Babylonians in 4000 BC which has absolutely nothing to do with my COT today.   Lately I have been reflecting back on the past year and thinking about positive and negative things that have happened over the past year.    A person is defined by their actions so I like to self-evaluate regularly and think of how I could have done things differently or if something was pretty good then how to continue or improve.  One area that I saw improvement was in my relationships with my daughters.   My relationships weren’t as strong as they could have been after my struggles in my personal life over the last few years.  I made great strides over the past year putting them back in the center of my concentrica.  As we begin 2022 tomorrow, I will strive daily to continue to keep them at the center and to keep nurturing that relationship and growing closer.  
I challenge you to reflect on the past year and think of the good and bad things.  Pick one area that you want to keep accelerating in.  Maybe becoming closer to your M and rekindling the spark or to become closer to your 2.0s.  Whatever it is.  You can do it.  Keep on accelerating my friends.   
Aye?"
2022-01-01,C02AC8PS1T7,U02F2UV0MCL,"Slackblast: 
It’s 2022….LFG!
DATE: 2022-01-01
AO: <#C02AC8PS1T7>
Q: <@U02F2UV0MCL>
PAX: <@U0176U2L03X> <@U019Y7P6XPF> <@U01ANAL4DUL> 
FNGs: None
COUNT: 4
WOR (Warm-Up):
SSH x 20
Arm Circles (8) Front/Back
Good Mornings x 8
Tappy Taps x 8
Squats x 6

Thang 1

400m Run
22 Burpees
400m Run
44 Merkins
400m Run
66 Walking Lunges
400m Run
88 Air Squats
400m Run
66 Walking Lunges
400m Run
44 Merkins
400m Run
22 Burpees
400m Run

Thang 2

Pearls On A String (POAS) of 22 Reps at each stop.  Each PAX had a few chances to call out a movement (Mountain Climbers, Monkey Humpers, Dips, Pickle Pushers, Seal Claps, some should thing none of us new the name of, Big Boys, Merkins)

Mary - Planks (Hi/Low), flutter-kicks, leg raises

Announcements - Reference the slack channel for all the nuggets of information

COT -    

Quote- The world ain’t all sunshine and rainbows. It’s a very mean and nasty place and I don’t care how tough you are it will beat you to your knees and keep you there permanently if you let it. You, me, or nobody is gonna hit as hard as life. But it ain’t about how hard ya hit. It’s about how hard you can get hit and keep moving forward. How much you can take and keep moving forward.
-Rocky

So bring on 2022 and LFG!

TAPS (Thoughts and Prayers).    Amen!"
2022-01-03,C02AC8PS1T7,U02F2UV0MCL,"Slackblast: 
Ice Beards Today
DATE: 2022-01-03
AO: <#C02AC8PS1T7>
Q: <@U02F2UV0MCL>
PAX: <@U01E40PTNFJ> <@U01KXPKDF97> <@U017QPPJN6M> <@U016M1Z8NLE> <@U0176U2L03X> <@U02A96W697X> <@U019Y7P6XPF> <@U01C4AULU5B> <@U017Q7Q4CSD> <@U017QPPJVJ5> 
FNGs: None
COUNT: 11
WOR (Warm-Up):
SSH x 12
High Knees x 6
Abe Vigodas x 6
Butt Kickers x 6
Squats x 6
Jump up and down x 6

Run/Ruck

As a group run/ruck out to Settlers Park and back.  The cadence varies from 3/1, 2/2, 1/1, etc along the route.  There were a few stopping points where the PAX performed 25 reps of air squats and we also held squats at times waiting for the 6

Mary - more squats and squat holds

Announcements - Reference the slack channel for all the nuggets of information

COT
Preface this is not my experience, but this guys message struck a chord with me as a father with a son and I thought I’d share with the PAX
——————————————————-
Young men need fathers.
.
They need guidance, love, support, discipline and praise from their father.
.
I didn’t grow up with my father around. I had multiple “fathers” in men that took me under their wing. Men I’ll never forget. Men who’d show up to take me to scouts. Men who invited me hunting with their own sons. These men made an impression on me that’ll be with me until my last breath.
.
Our sons need a father. They need discipline. They need to feel the sting of loss and the pain of course correction. Our young men need to appreciate tenderness and empathy, and not fear the connection of human touch. Our sons need to see their father in times of turmoil, peace, creativity and war. If they don’t see us men in every situation how will they learn? What example and guide will they have? What benchmark and foundation will they build on? If young men never see us holding their mothers hand, how will they learn? If young men never see us lift until we puke or tenderly hold a baby how will they learn? If young men never see dad vulnerable or afraid, how will they ever learn to be brave?
.
My role of father is sacred. It’s not a secondary thought or a box on my to do list. I AM A FATHER. I created humans and it’s my privilege and duty to guide these little humans on their journey. To firmly correct while lovingly teach. To hold them and to push them. To cry with them and to smile with them.
.
Our young men need fathers. Our young men need EXAMPLES. Our young men need connection to MEN they can look up to, emulate and aspire to. Our young men need hero’s, and that hero should be DAD.
.
If we fathers lose the battle at home, our children will lose the war outside the walls of our home. If we fathers fail to guide these souls and show them truth, rawness, humility and the possibility in life, we fail our sacred duty as men, and we ultimately fail life itself.
.
Nothing can compensate for failure in our homes.
.
Nothing can compensate for failing our young men.
.
Nothing can or will compensate for failing our sacred duty of FATHER.

TAPS (Thoughts and Prayers) -  Amen!"
2022-01-04,C02AC8PS1T7,U016V6KHM36,"Slackblast: 
11's...11's...11's
DATE: 2022-01-04
AO: <#C02AC8PS1T7>
Q: <@U016V6KHM36>
PAX: <@U016V6KHM36> <@U01C4AULU5B> <@U016TRPRHKL> <@U0176U2L03X> <@U016M1Z8NLE> <@U019Y7P6XPF> <@U01C516QSQZ> <@U02S5TZEHDX> <@U02KRH34RCK> 
FNGs: NA
COUNT: 9
WARM UP
•	10 Tappy Taps
•	20 Side Straddle Hop
•	10 Hairy Rockettes
•	20 Grady Corns

THANG 1 – 11’s, 11’s, 11’s, 11’s
•	Due to weather, we split into 2 groups at 2 different starting points for 11’s.  We got through the first 2 rounds before “Father Time” said we were done
o	Round 1 – Blockees, sprint to other end of lot, Leg Lifts
o	Round 2 – Coupon Squats, shuffle to other end of the lot, T-Merkins
o	Round 3 – Coupon Swings, Bernie Sanders to other end of the lot, Bobby Hurley
o	Round 4 – Curl/Shoulder Press, sprint to other end of the lot, burpees

MARY (5 mins)
•	Gas Pump – 11
•	Monkey Crunches – 22
•	Star Gazers

CoT
•	Count-A-Rama; Announcements; Name-A-Rama
•	Intentional:  done with purpose or deliberate.  This is my word for 2022.  I chose this word b/c I want to be more intentional with the things &amp; people I invest in for 2022.  What does this look like, it looks like not being on my phone scrolling while my wife or kids are talking to me &amp; I am simply saying “sure that would be great” only to ask a couple days later “what did you tell me”.  I found this quote by John C. Maxwell &amp; I thought it summed me up pretty well, “An unintentional life accepts everything and does nothing. An intentional life embraces only the things that will add to the mission of significance.”  Many times I feel like this.  Someone who always says yes, always does what he is asked but really by doing everything I find myself not really doing anything.  I have been searching recently to write a mission for myself &amp; my family a mission that I can always go back to that says “no” I am not going to do that b/c it does not help accomplish the mission.  It is time to stop living in a field that is a mile wide an inch deep &amp; start living a life that is an inch wide &amp; a mile deep.  I don’t know what 2022 looks like for each of you but find your why, find your rally cry for the year, &amp; start finding ways to live out your why.  Aye!
•	TaPs for Ed who has surgery coming up (Skidmark brother) &amp; Michelle (Foundation’s cousin) who passed away over New Year’s."
2022-01-05,C02AC8PS1T7,U02KRH34RCK,"Slackblast: 
VQ Ruck Club
DATE: 2022-01-05
AO: <#C02AC8PS1T7>
Q: <@U02KRH34RCK>
PAX: <@U01DK08AZT8> <@U018098KAAC> <@U02A96XC2Q5> <@U0176U2L03X> <@U02A96W697X> <@U01C4AULU5B> <@U017Q7Q4CSD> <@U020A3PMS14> <@U01KXPKDF97> <@U016M1Z8NLE> <@U02F2UV0MCL> <@U01E40PTNFJ> <@U01A81A7BPS> <@U019Y7P6XPF> <@U019MT194E7> <@U017QPPJN6M> <@U02A96WLKRB> <@U01B8FLBHKP> <@U017E4NMFQV> <@U017QPPJVJ5> 
FNGs: None
COUNT: 21
WARMUP:
Motivators from 7
Harry Rockets 11
Motivators from 5
Imperial Walkers 11
Motivators from 3
OYO Stretching for 60 

THE THANG:
2 groups ventured into the neighborhood south of Renwick for a Ruck Indian shuffle with 2 stops of PT. Prior to Indian run-drop for 10 Merkins- then advance to the front of the group.
 First stop:
     10 Merkins 
     10 V ups
     10 Kettle Bell Swings
 Second stop:
     22 Merkins 
     22 V ups
     22 Kettle Bell Swings

MARY:  
Trojan-22 Pickle pushers bucking bronco style w/ruck 
Ringo-22 Big Boys w/ruck 
Sparkler- 22 Hill climbers w/ruck
Merkin ring of fire w/ruck at 2

COT:
What are the 3 F’s? And how can we help out in our on special ways? I’m still trying to find where I can provide the most value to this organization. As we all continue to enjoy the benefits of the group, try and find your unique corner to help build up this organization to even higher levels. 
Here’s something I’ve been struggling with ever since I was asked “how do we get others to drink the “kool-aid”. I know why I joined and what kept me here. One of the F’s brought me in, another F brought more meaning to my life, and the final F was the solidifying moment. I think if I had to boil it down to one simplification of the group of men I’ve come to know here at F3 crossroads, it was that we all had the best interest in mind for anyone who would like to join. How can we analyze what brought each of us in and use it to recruit others? Maybe those around you who aren’t in F3 would be attracted similarly to F3 as you? I’ll repeat the mission statement one more time to make sure we all know it:

Plant serve grow local men’s group for the invigoration of male community leadership 

Let’s continue to grow this organization and bring in more and more people who want to contribute to the betterment of this community! AYE!

Thoughts and prayers OYO 60 seconds"
2022-01-06,C02AC8PS1T7,U016MKQUP29,"Slackblast: 
Colosseum Corn
DATE: 2022-01-06
AO: <#C02AC8PS1T7>
Q: <@U016MKQUP29>
PAX: <@U017HR8U5RS> <@U018377K57S> <@U02NST5BMKJ> <@U016ZUU67BN> <@U01B8FLBHKP> <@U016M1Z8NLE> <@U01ELRMAL7L> <@U016W30QL1G> <@U0171KQRB6D> <@U017Q7Q4CSD> <@U01RSG6FSNA> 
FNGs: None
COUNT: 12
WARMUP: 
Capri Lap around perimeter of parking lot
10 Abe Vigoda
10 Tappy Tap
Motivators from 6

THE THANG: 
Indian Run .5 miles on the street
Stop for 50 Grady Corn
Indian Run .5 miles back to Colosseum

THANG 2:
50 Merkins
Run perimeter of parking lot
50 Monkey Humpers
Run perimeter of parking lot
100 J-Lo (50 each leg)
Run perimeter of parking lot
50 Carolina Dry Dock
Run perimeter of parking lot
40 Colosseum Corn
Run Perimeter of parking lot
10 Burpees
Run Perimeter of parking lot
Rinse and Repeat
MARY: 
15 LBC's
15 Left Crunch
15 Right Crunch
15 Flutter Kick
15 Scissor Kick
20 Freddy Mercury
Hold plank until 6am
ANNOUNCEMENTS: 
COT: I am going to echo Quatro's Q from yesterday a little bit. For the new year think about what is most important to you to improve on. Change your daily habits in order to make improvement happen. For myself I want to focus on spending quality time with my young family, we will only have so many years to enjoy them before they leave the house. I want to focus on quality time as much as quantity. In order to to that I need to work on being in the moment with the kids and putting work and life's problems aside when i am with them. I need to reduce the distraction of my phone during family time. I ask you all to recognize what is important to you and make those changes to your daily habits to bring change or improvement to your life."
2022-01-07,C02AC8PS1T7,U019Y7P6XPF,"<https://app.slack.com/team/U02E4D35W9E|f3crossroads-slackblast>
Slackblast:
Foundation's Friday Fives
DATE: 2022-01-07
AO: <#C02AC8PS1T7|the-colosseum-backblasts-only>
Q: <@U019Y7P6XPF>
PAX: <@U020A3PMS14> <@U0194BS469Y> <@U017E4NMFQV> <@U0176U2L03X> <@U01UJSZDNRG> <@U01E40PTNFJ> <@U019Y7P6XPF> <@U01C516QSQZ>
FNGs: None
COUNT: 8
WARMUP: two sets of motivators, abe vigodas, and learning to fly
THE THANG: The stations were on a straight line in the farthest eastern drive aisle of the parking and entrance.  The starting station was adjacent to the normal flag location approx in the middle of the line.
We did 5 curls and shoulder press and ran to the most southern station which was over in line with the building and did this (every time here):
5 burpees, 10 leg raises, 15 air squats and 20 merkins
then ran back.  We rifle carried our coupon to the next station to the north which was one parking island away about 50 feet.  There we did 10 reps of curls and  shoulder presses and ran back to the most southerly station.  Did the same 5,10,15,20 exercises and ran back and rifle carried to the next station to the north and did 15 of each and ran back to the southerly station did the exercises and ran back.  We rifle carried to the last island to the north and did 20 this time.  We switched the exercises to skull crushers and bent over rows the next time we came back and then did the pattern in reverse.  It finished up right at time for Mary.  PAX had about 1.5-1.75 miles of running total.  

MARY: Monkey Crunchers, Pickle Pushers, Big Boys, held plank for 30 seconds to 6am
ANNOUNCEMENTS:
COT: For my COT, I wanted to start with a quote, “The night is always darkest before the dawn.”  For me, my night lasted a very long time actually a good part of two decades.  But I made it through the night to see the sunrise.  I still continue to have my struggles and fight my Jesters on a regular basis but I can say that the sunrise is awesome and knowing that helps me get through the tough dark days as they arise now.
I thought about this while I was driving back from a Plan Commission meeting for one of my projects the other day.  In the past, my Jesters of self confidence, self doubt and anxiety would win out and I feared going to these meetings where you typically have to answer questions about your projects from the officers on the Plan Commission.  I would silently hope that no one asked me any questions.  But the new me, Foundation, is learning how to keep my Jesters at check and this meeting I looked forward to it and actually took the lead to field the questions when I could have left them for the others present to answer.  And our project was approved.  
I also have been weening myself off my anxiety meds that I have been taking for the last several years and have not taken any for a week now. I’m doing ok.  
Thank you to all of you who have supported me in my journey.  And for those of you that have struggles that you are facing, I am here for you.  I have experienced some of the crap that the night has to offer and can empathize with a lot.  You are never alone.
I challenge those that may be going through their dark part of the night.  Reach out to someone and talk about it.  Sometimes getting it off your chest can help out a lot.  It can be me, another F3 brother, an M, a family member, it doesn’t matter.  What does matter is that you keep pushing forward and know that the dawn will come.  I love you guys.
Aye?
Ended with prayer"
2022-01-08,C02AC8PS1T7,U019Y7P6XPF,"Slackblast: 
EBC with Foundation (Not IBC)
DATE: 2022-01-08
AO: <#C02AC8PS1T7>
Q: <@U019Y7P6XPF>
PAX: <@U016TRPRHKL> <@U017Q6TF0TB> <@U01ANAL4DUL> <@U019Y7P6XPF> <@U016V6KHM36> <@U02KRH34RCK> <@U0176U2L03X> <@U02DHQB2JRG> <@U01E40PTNFJ> 
FNGs: None
COUNT: 9
WARMUP: Motivators, Good Mornings, Abe vigodas and learning to fly
THE THANG: 
Thang 1 - Pearls on a string with a few stops with 20 merkins at each stop - about 0.5 mile
Thang 2 Ladders
Starting station 10 merkins, 10 air squats and 20 LBCs
Station 1 - 20 curls and 20 skull crushers
Station 2 - 20 grady corns, 20 alternating leg lunges
Station 3 - 20 Carolina Dry Docks, 20 leg raises
Station 4 - 20 grady corns, 10 bobby hurleys
Did the exercises at start and ran to station 1 and then back to start then to station 2 then back to start then to station 3 and back to start and then to station 4 and back to start.  Then worked way back down to 1 and then back to 4.
MARY:  Monkey Crunchers, Big Boys, Pickle Pushers
ANNOUNCEMENTS: 
COT: For my COT, I wanted to talk about a skill that is important to any relationship – a friend, an M, your 2.0’s, it doesn’t matter.  Listening.  I continually make a conscious effort to keep working on this area.  It is so easy to not truly listen and you end up limiting the open communication and miss out.  Truly listening involves not thinking about something else or multitasking when someone is talking to you or thinking up your response and what you want to say.  Truly listening involves stopping what you were doing and facing that person.  Make eye contact.  Your body language is huge also.  That other person is giving you the gift of sharing something with you. It is an opportunity to become closer with that person.  
My first ex wife would be on her smartphone a lot and would continue to troll through social media or playing games on it while I would be talking to her.  This happened a lot.  She would not face me, or make any eye contact and just keep playing Candy Crush on her phone or searching Facebook.  It communicated that our conversation wasn’t important to her.  It hurt.
My challenge to you is to make a conscious effort today to truly listen.  When someone is trying to talk to you.  Stop what you mlight have been doing and face them and give them your full attention.  Let them finish even if you want to add something about how you have a story just like that or it reminded you of something.  Wait until they are done talking and then say what you want to.  You will have more meaningful communication and will grow closer to that person.
Aye?
End with prayer"
